"feature"	"method"	"group1"	"group2"	"group3"	"group4"	"group5"	"group6"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-7286"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.207238661561883	"BH"	0.290732889574776	"7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"
"PWY-7295"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.344020588901385	"BH"	0.397191538573065	"L-arabinose degradation IV"
"PWY-7315"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00812660565114022	"BH"	0.0845553968940066	"dTDP-N-acetylthomosamine biosynthesis"
"PWY-7316"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.326715051930185	"BH"	0.383287188438901	"dTDP-N-acetylviosamine biosynthesis"
"PWY-7323"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0433734839286805	"BH"	0.155888365171359	"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"
"PWY-7328"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0414016733779432	"BH"	0.155888365171359	"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"
"PWY-7332"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.412096864430158	"BH"	0.454763458979745	"superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"
"PWY-7347"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.106822877787652	"BH"	0.20225995997429	"sucrose biosynthesis III"
"PWY-7371"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0297554637506849	"BH"	0.142692558867405	"1,4-dihydroxy-6-naphthoate biosynthesis II"
"PWY-7373"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000995282882807133	"BH"	0.0248536354163838	"superpathway of demethylmenaquinol-6 biosynthesis II"
"PWY-7374"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0750757050814438	"BH"	0.171321582875149	"1,4-dihydroxy-6-naphthoate biosynthesis I"
"PWY-7376"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0747113341437207	"BH"	0.170936403250293	"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"
"PWY-7377"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	1.81525943036562e-06	"BH"	0.000253466516391165	"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)"
"PWY-7385"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.326104503725999	"BH"	0.383085129377047	"1,3-propanediol biosynthesis (engineered)"
"PWY-7391"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.270619774547284	"BH"	0.336447311054804	"isoprene biosynthesis II (engineered)"
"PWY-7392"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.265050414447864	"BH"	0.332155449369274	"taxadiene biosynthesis (engineered)"
"PWY-7398"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0394311632346616	"BH"	0.155888365171359	"coumarins biosynthesis (engineered)"
"PWY-7400"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0319107723969626	"BH"	0.146969923501094	"L-arginine biosynthesis IV (archaebacteria)"
"PWY-7401"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00436344825934545	"BH"	0.0738521328615582	"crotonate fermentation (to acetate and cyclohexane carboxylate)"
"PWY-7413"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.372175898107891	"BH"	0.422443811618567	"dTDP-6-deoxy-&alpha;-D-allose biosynthesis"
"PWY-7415"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.39012137124574	"BH"	0.437697148226928	"tylosin biosynthesis"
"PWY-7431"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0528990265220389	"BH"	0.155888365171359	"aromatic biogenic amine degradation (bacteria)"
"PWY-7446"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.284531583392656	"BH"	0.349270511074693	"sulfoglycolysis"
"PWY-7456"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	2.03005219077592e-06	"BH"	0.000253466516391165	"mannan degradation"
"PWY-7527"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000108390368380862	"BH"	0.00498595694551964	"L-methionine salvage cycle III"
"PWY-7528"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.453905066624481	"BH"	0.489165262922067	"L-methionine salvage cycle I (bacteria and plants)"
"PWY-7539"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0816426379211233	"BH"	0.176855738493963	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)"
"PWY-7560"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0578047046109114	"BH"	0.155888365171359	"methylerythritol phosphate pathway II"
"PWY-7616"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.049604280721252	"BH"	0.155888365171359	"methanol oxidation to carbon dioxide"
"PWY-7644"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0600613967678315	"BH"	0.156231133259181	"heparin degradation"
"PWY-7663"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0869344553740697	"BH"	0.181488633879806	"gondoate biosynthesis (anaerobic)"
"PWY-7664"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00739143142040285	"BH"	0.0824620035413454	"oleate biosynthesis IV (anaerobic)"
"PWY-841"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0513242355298919	"BH"	0.155888365171359	"superpathway of purine nucleotides de novo biosynthesis I"
"PWY-922"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0249095127079873	"BH"	0.135426763053738	"mevalonate pathway I"
"PWY0-1061"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.171603042782569	"BH"	0.273189543519062	"superpathway of L-alanine biosynthesis"
"PWY0-1241"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0465007618859784	"BH"	0.155888365171359	"ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"
"PWY0-1261"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.163971830130687	"BH"	0.265376707496413	"anhydromuropeptides recycling"
"PWY0-1277"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0394139556866324	"BH"	0.155888365171359	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"
"PWY0-1296"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0267936441088229	"BH"	0.138565946456279	"purine ribonucleosides degradation"
"PWY0-1297"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0921037027554896	"BH"	0.187642508644051	"superpathway of purine deoxyribonucleosides degradation"
"PWY0-1298"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.115504613574046	"BH"	0.212976861315858	"superpathway of pyrimidine deoxyribonucleosides degradation"
"PWY0-1319"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0436669612213372	"BH"	0.155888365171359	"CDP-diacylglycerol biosynthesis II"
"PWY0-1338"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.665139295350137	"BH"	0.677542825333356	"polymyxin resistance"
"PWY0-1415"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.142643453007539	"BH"	0.243496831891775	"superpathway of heme biosynthesis from uroporphyrinogen-III"
"PWY0-1479"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.313679151205826	"BH"	0.372493992056918	"tRNA processing"
"PWY0-1533"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0142078096612395	"BH"	0.116052576111433	"methylphosphonate degradation I"
"PWY0-1586"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00733857080441715	"BH"	0.0824620035413454	"peptidoglycan maturation (meso-diaminopimelate containing)"
"PWY0-162"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0521169442664675	"BH"	0.155888365171359	"superpathway of pyrimidine ribonucleotides de novo biosynthesis"
"PWY0-166"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0807253898336116	"BH"	0.176828722729316	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"
"PWY0-321"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0298172445191737	"BH"	0.142692558867405	"phenylacetate degradation I (aerobic)"
"PWY0-41"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.343257119681964	"BH"	0.396834289156133	"allantoin degradation IV (anaerobic)"
"PWY0-42"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.011252619490695	"BH"	0.101389581802757	"2-methylcitrate cycle I"
"PWY0-781"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0392691848131731	"BH"	0.155888365171359	"aspartate superpathway"
"PWY0-845"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	2.94217771932798e-06	"BH"	0.000321432915836582	"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"
"PWY0-862"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00539910675736196	"BH"	0.0761099888053928	"(5Z)-dodec-5-enoate biosynthesis"
"PWY1G-0"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00316965684714656	"BH"	0.0605143413938559	"mycothiol biosynthesis"
"PWY490-3"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0667937032760031	"BH"	0.161109594719773	"nitrate reduction VI (assimilatory)"
"PWY4FS-7"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0444484004782407	"BH"	0.155888365171359	"phosphatidylglycerol biosynthesis I (plastidic)"
"PWY4FS-8"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0442605326776392	"BH"	0.155888365171359	"phosphatidylglycerol biosynthesis II (non-plastidic)"
"PWYG-321"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00764235959593705	"BH"	0.0824620035413454	"mycolate biosynthesis"
"PYRIDNUCSAL-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0426351466225255	"BH"	0.155888365171359	"NAD salvage pathway I"
"PYRIDNUCSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0587640293476866	"BH"	0.155888365171359	"NAD biosynthesis I (from aspartate)"
"PYRIDOXSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	5.76907277087945e-07	"BH"	0.000168072320058288	"pyridoxal 5'-phosphate biosynthesis I"
"REDCITCYC"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.178640880391384	"BH"	0.278310391197985	"TCA cycle VIII (helicobacter)"
"RHAMCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.11455389773209	"BH"	0.21167041568255	"L-rhamnose degradation I"
"RIBOSYN2-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0539403966117625	"BH"	0.155888365171359	"flavin biosynthesis I (bacteria and plants)"
"RUMP-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000158674993830505	"BH"	0.00630372475490279	"formaldehyde oxidation I"
"SALVADEHYPOX-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0176846574861537	"BH"	0.127738765643788	"adenosine nucleotides degradation II"
"SER-GLYSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0394548662067843	"BH"	0.155888365171359	"superpathway of L-serine and glycine biosynthesis I"
"SO4ASSIM-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0895556175331675	"BH"	0.184628602101528	"sulfate reduction I (assimilatory)"
"SUCSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.226741594340186	"BH"	0.299763544143123	"sucrose biosynthesis I (from photosynthesis)"
"SULFATE-CYS-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0471339075984605	"BH"	0.155888365171359	"superpathway of sulfate assimilation and cysteine biosynthesis"
"TCA"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0525528376969919	"BH"	0.155888365171359	"TCA cycle I (prokaryotic)"
"TCA-GLYOX-BYPASS"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.227314634751942	"BH"	0.299763544143123	"superpathway of glyoxylate bypass and TCA"
"TEICHOICACID-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0157364625135008	"BH"	0.12390692105225	"teichoic acid (poly-glycerol) biosynthesis"
"THISYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000253900334823809	"BH"	0.00964821272330473	"superpathway of thiamin diphosphate biosynthesis I"
"THREOCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.284134056449383	"BH"	0.349270511074693	"superpathway of L-threonine metabolism"
"THRESYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.113323445193027	"BH"	0.210285968362433	"superpathway of L-threonine biosynthesis"
"TRNA-CHARGING-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0869998074470237	"BH"	0.181488633879806	"tRNA charging"
"TRPSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0430862017070352	"BH"	0.155888365171359	"L-tryptophan biosynthesis"
"TYRFUMCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.132381031492068	"BH"	0.23186577459733	"L-tyrosine degradation I"
"UBISYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.111583233816819	"BH"	0.20919012402354	"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"
"UDPNAGSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0206703321108055	"BH"	0.133123819915776	"UDP-N-acetyl-D-glucosamine biosynthesis I"
"VALDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000291546980574936	"BH"	0.0106171692092706	"L-valine degradation I"
"VALSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0547334114951904	"BH"	0.155888365171359	"L-valine biosynthesis"
