"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-7332"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.153727977308361"	"BH"	0.565304887875464	"superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"
"PWY-7347"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.270450058298631"	"BH"	0.71773284702329	"sucrose biosynthesis III"
"PWY-7371"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"7.20905351603296e-05"	"BH"	0.00203686835334466	"1,4-dihydroxy-6-naphthoate biosynthesis II"
"PWY-7373"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"2.53277621098391e-08"	"BH"	1.45634632131575e-06	"superpathway of demethylmenaquinol-6 biosynthesis II"
"PWY-7374"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00736432249422458"	"BH"	0.0930118187854376	"1,4-dihydroxy-6-naphthoate biosynthesis I"
"PWY-7376"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0764418923029027"	"BH"	0.404746853025466	"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"
"PWY-7377"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.736638334492455"	"BH"	0.966312644106072	"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)"
"PWY-7385"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0209047484707598"	"BH"	0.197413856208908	"1,3-propanediol biosynthesis (engineered)"
"PWY-7391"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0124536309065255"	"BH"	0.1344869037764	"isoprene biosynthesis II (engineered)"
"PWY-7392"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.273846468647402"	"BH"	0.722881322876548	"taxadiene biosynthesis (engineered)"
"PWY-7398"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.78022275669949"	"BH"	0.9731641159261	"coumarins biosynthesis (engineered)"
"PWY-7400"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0643365309712665"	"BH"	0.380029228196904	"L-arginine biosynthesis IV (archaebacteria)"
"PWY-7401"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.667811032547732"	"BH"	0.952666228150247	"crotonate fermentation (to acetate and cyclohexane carboxylate)"
"PWY-7413"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.190723988643754"	"BH"	0.627054675611468	"dTDP-6-deoxy-&alpha;-D-allose biosynthesis"
"PWY-7415"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.190726467783425"	"BH"	0.627054675611468	"tylosin biosynthesis"
"PWY-7431"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0507236771599027"	"BH"	0.331972387986285	"aromatic biogenic amine degradation (bacteria)"
"PWY-7446"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.788553313069065"	"BH"	0.974921803206048	"sulfoglycolysis"
"PWY-7456"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.030843170631299"	"BH"	0.252091001855567	"mannan degradation"
"PWY-7527"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1.77635683940025e-15"	"BH"	2.1170943785943e-13	"L-methionine salvage cycle III"
"PWY-7528"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"L-methionine salvage cycle I (bacteria and plants)"
"PWY-7539"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.124828788074942"	"BH"	0.514658491525302	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)"
"PWY-7560"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0658369148250806"	"BH"	0.381729656353171	"methylerythritol phosphate pathway II"
"PWY-7616"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"7.67376891839255e-05"	"BH"	0.00214049171319418	"methanol oxidation to carbon dioxide"
"PWY-7644"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"heparin degradation"
"PWY-7663"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0320435690106105"	"BH"	0.257724656275524	"gondoate biosynthesis (anaerobic)"
"PWY-7664"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.24263404340501"	"BH"	0.690613565384361	"oleate biosynthesis IV (anaerobic)"
"PWY-841"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0711841903115349"	"BH"	0.391125203262457	"superpathway of purine nucleotides de novo biosynthesis I"
"PWY-922"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0140069252983199"	"BH"	0.146202858806508	"mevalonate pathway I"
"PWY0-1061"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0404417006394984"	"BH"	0.296496587989935	"superpathway of L-alanine biosynthesis"
"PWY0-1241"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00058697294258625"	"BH"	0.0120993950901034	"ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"
"PWY0-1261"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.368433929648625"	"BH"	0.802471779418816	"anhydromuropeptides recycling"
"PWY0-1277"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.111130670739633"	"BH"	0.489570811064908	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"
"PWY0-1296"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.158931993065901"	"BH"	0.574944378889062	"purine ribonucleosides degradation"
"PWY0-1297"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0974953800876295"	"BH"	0.462767716491246	"superpathway of purine deoxyribonucleosides degradation"
"PWY0-1298"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0806763790089373"	"BH"	0.416810083000731	"superpathway of pyrimidine deoxyribonucleosides degradation"
"PWY0-1319"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0706640739650672"	"BH"	0.390229995653762	"CDP-diacylglycerol biosynthesis II"
"PWY0-1338"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.867084349490543"	"BH"	0.986809192845796	"polymyxin resistance"
"PWY0-1415"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.144428421448331"	"BH"	0.547241793406826	"superpathway of heme biosynthesis from uroporphyrinogen-III"
"PWY0-1479"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0143365422172821"	"BH"	0.148931908453699	"tRNA processing"
"PWY0-1533"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.551416959819132"	"BH"	0.904765499778325	"methylphosphonate degradation I"
"PWY0-1586"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.399125781613314"	"BH"	0.825465828433033	"peptidoglycan maturation (meso-diaminopimelate containing)"
"PWY0-162"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.069229913890567"	"BH"	0.388529182836187	"superpathway of pyrimidine ribonucleotides de novo biosynthesis"
"PWY0-166"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0708929361103208"	"BH"	0.390835320608203	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"
"PWY0-321"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.160499606093656"	"BH"	0.577962238719583	"phenylacetate degradation I (aerobic)"
"PWY0-41"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0457815627290579"	"BH"	0.317564173215846	"allantoin degradation IV (anaerobic)"
"PWY0-42"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0827086062824351"	"BH"	0.423227879922999	"2-methylcitrate cycle I"
"PWY0-781"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.072674859531294"	"BH"	0.393465361460621	"aspartate superpathway"
"PWY0-845"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.956060564522479"	"BH"	1	"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"
"PWY0-862"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.250055727629398"	"BH"	0.69601498709584	"(5Z)-dodec-5-enoate biosynthesis"
"PWY1G-0"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.112821356304496"	"BH"	0.494347587283403	"mycothiol biosynthesis"
"PWY490-3"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"2.81033729621072e-09"	"BH"	1.84217609766613e-07	"nitrate reduction VI (assimilatory)"
"PWY4FS-7"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0565976761393581"	"BH"	0.355021786692337	"phosphatidylglycerol biosynthesis I (plastidic)"
"PWY4FS-8"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0565976761393581"	"BH"	0.355021786692337	"phosphatidylglycerol biosynthesis II (non-plastidic)"
"PWYG-321"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.244678669678088"	"BH"	0.693356687850606	"mycolate biosynthesis"
"PYRIDNUCSAL-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0795070976812184"	"BH"	0.413952454328566	"NAD salvage pathway I"
"PYRIDNUCSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.053835405100628"	"BH"	0.342945656399044	"NAD biosynthesis I (from aspartate)"
"PYRIDOXSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.596110477607839"	"BH"	0.928737404197551	"pyridoxal 5'-phosphate biosynthesis I"
"REDCITCYC"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.110191260315339"	"BH"	0.489296063001658	"TCA cycle VIII (helicobacter)"
"RHAMCAT-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0187319687975378"	"BH"	0.182720320636697	"L-rhamnose degradation I"
"RIBOSYN2-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0615529592787856"	"BH"	0.371186428769494	"flavin biosynthesis I (bacteria and plants)"
"RUMP-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"3.5933171993463e-09"	"BH"	2.33209843977376e-07	"formaldehyde oxidation I"
"SALVADEHYPOX-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0869589815727656"	"BH"	0.434794907863828	"adenosine nucleotides degradation II"
"SER-GLYSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0939965810213328"	"BH"	0.452716817483348	"superpathway of L-serine and glycine biosynthesis I"
"SO4ASSIM-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0505495616316181"	"BH"	0.331684060555812	"sulfate reduction I (assimilatory)"
"SUCSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.504052326744606"	"BH"	0.88414851533607	"sucrose biosynthesis I (from photosynthesis)"
"SULFATE-CYS-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0992708401501023"	"BH"	0.465798394548261	"superpathway of sulfate assimilation and cysteine biosynthesis"
"TCA"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0524429934019304"	"BH"	0.339017575689994	"TCA cycle I (prokaryotic)"
"TCA-GLYOX-BYPASS"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0850394543906514"	"BH"	0.42912519132465	"superpathway of glyoxylate bypass and TCA"
"TEICHOICACID-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.38534963057053"	"BH"	0.817729630427266	"teichoic acid (poly-glycerol) biosynthesis"
"THISYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0328817205084293"	"BH"	0.262213720112839	"superpathway of thiamin diphosphate biosynthesis I"
"THREOCAT-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0"	"BH"	0	"superpathway of L-threonine metabolism"
"THRESYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0760246152869704"	"BH"	0.402862856270082	"superpathway of L-threonine biosynthesis"
"TRNA-CHARGING-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0932550652844988"	"BH"	0.451383534832214	"tRNA charging"
"TRPSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0603174445319679"	"BH"	0.367113137332451	"L-tryptophan biosynthesis"
"TYRFUMCAT-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0152903276297169"	"BH"	0.156606402519991	"L-tyrosine degradation I"
"UBISYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0492405380109724"	"BH"	0.329327524179385	"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"
"UDPNAGSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0717383008668115"	"BH"	0.392197299567931	"UDP-N-acetyl-D-glucosamine biosynthesis I"
"VALDEG-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0"	"BH"	0	"L-valine degradation I"
"VALSYN-PWY"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0324539478062702"	"BH"	0.259433692524514	"L-valine biosynthesis"
"1CMET2-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.900250923334076"	"BH"	0.989408256828831	"N10-formyl-tetrahydrofolate biosynthesis"
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.78227955714787"	"BH"	0.97414256667739	"4-hydroxyphenylacetate degradation"
"AEROBACTINSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.768973031170065"	"BH"	0.970908903824047	"aerobactin biosynthesis"
"ALL-CHORISMATE-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.609698806242968"	"BH"	0.933779363299686	"superpathway of chorismate metabolism"
"ANAEROFRUCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.763871454903508"	"BH"	0.970908903824047	"homolactic fermentation"
"ANAGLYCOLYSIS-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.661708797990596"	"BH"	0.947924281069998	"glycolysis III (from glucose)"
"ARG+POLYAMINE-SYN"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.139026918166594"	"BH"	0.539578023456799	"superpathway of arginine and polyamine biosynthesis"
"ARGDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.553164563494444"	"BH"	0.905592835590929	"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"
"ARGORNPROST-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.563799268654945"	"BH"	0.91067967610305	"arginine, ornithine and proline interconversion"
"ARGSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.684054586075149"	"BH"	0.9599809752644	"L-arginine biosynthesis I (via L-ornithine)"
"ARGSYNBSUB-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.718597646096702"	"BH"	0.96234113223759	"L-arginine biosynthesis II (acetyl cycle)"
"ARO-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.661815106069491"	"BH"	0.947924281069998	"chorismate biosynthesis I"
"ASPASN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.192495872786537"	"BH"	0.630274948109765	"superpathway of L-aspartate and L-asparagine biosynthesis"
"AST-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.694488030434702"	"BH"	0.96143118602287	"L-arginine degradation II (AST pathway)"
"BENZCOA-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.473688515057795"	"BH"	0.863947750752322	"anaerobic aromatic compound degradation (Thauera aromatica)"
"BIOTIN-BIOSYNTHESIS-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.596096280090991"	"BH"	0.928737404197551	"biotin biosynthesis I"
"BRANCHED-CHAIN-AA-SYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.887281556013489"	"BH"	0.988519174261056	"superpathway of branched amino acid biosynthesis"
"CALVIN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.614906368358729"	"BH"	0.93602596924054	"Calvin-Benson-Bassham cycle"
"CATECHOL-ORTHO-CLEAVAGE-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.535014741309563"	"BH"	0.895892261935536	"catechol degradation to &beta;-ketoadipate"
"CENTBENZCOA-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.878975889121812"	"BH"	0.988519174261056	"benzoyl-CoA degradation II (anaerobic)"
"CENTFERM-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.122547642263594"	"BH"	0.510680098561894	"pyruvate fermentation to butanoate"
"CHLOROPHYLL-SYN"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.394253492301077"	"BH"	0.823749326969025	"chlorophyllide a biosynthesis I (aerobic, light-dependent)"
"COA-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.756302931796939"	"BH"	0.970739322092997	"coenzyme A biosynthesis I"
"COBALSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.497334828859564"	"BH"	0.880375318167551	"adenosylcobalamin salvage from cobinamide I"
"CODH-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.984189454299091"	"BH"	1	"reductive acetyl coenzyme A pathway"
"COLANSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.875611205789745"	"BH"	0.988027957438299	"colanic acid building blocks biosynthesis"
"COMPLETE-ARO-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.65764139041221"	"BH"	0.945774312012294	"superpathway of aromatic amino acid biosynthesis"
"CRNFORCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.86217627504015"	"BH"	0.985108154590933	"creatinine degradation I"
"DAPLYSINESYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.871757995285785"	"BH"	0.987727296224704	"L-lysine biosynthesis I"
"DENITRIFICATION-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.618276211721372"	"BH"	0.93602596924054	"nitrate reduction I (denitrification)"
"DENOVOPURINE2-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.0281182799465958"	"BH"	0.235999135787369	"superpathway of purine nucleotides de novo biosynthesis II"
"DHGLUCONATE-PYR-CAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.723243761336731"	"BH"	0.96234113223759	"glucose degradation (oxidative)"
"DTDPRHAMSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.921720952777634"	"BH"	0.994384602609841	"dTDP-L-rhamnose biosynthesis I"
"ECASYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.764822385907996"	"BH"	0.970908903824047	"enterobacterial common antigen biosynthesis"
"ENTBACSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.883031163975747"	"BH"	0.988519174261056	"enterobactin biosynthesis"
"FAO-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.550182193880508"	"BH"	0.903742317384866	"fatty acid &beta;-oxidation I"
"FASYN-ELONG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.788676328292599"	"BH"	0.974921803206048	"fatty acid elongation -- saturated"
"FASYN-INITIAL-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.834580094344117"	"BH"	0.979302035874782	"superpathway of fatty acid biosynthesis initiation (E. coli)"
"FERMENTATION-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.988783712642266"	"BH"	1	"mixed acid fermentation"
"FOLSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.629815638991616"	"BH"	0.936579290741843	"superpathway of tetrahydrofolate biosynthesis and salvage"
"FUC-RHAMCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.314934797828486"	"BH"	0.759035215066412	"superpathway of fucose and rhamnose degradation"
"FUCCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.588534163785289"	"BH"	0.926870992787335	"fucose degradation"
"GALACT-GLUCUROCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.581758704755982"	"BH"	0.923709778560895	"superpathway of hexuronide and hexuronate degradation"
"GALACTARDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.90912147502428"	"BH"	0.99168560708406	"D-galactarate degradation I"
"GALACTUROCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.867987341644969"	"BH"	0.986987427471767	"D-galacturonate degradation I"
"GALLATE-DEGRADATION-I-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.89827960800923"	"BH"	0.989408256828831	"gallate degradation II"
"GALLATE-DEGRADATION-II-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.913392573248929"	"BH"	0.992164359342974	"gallate degradation I"
"GLCMANNANAUT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.968602754589411"	"BH"	1	"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"
"GLUCARDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.623228450329608"	"BH"	0.93602596924054	"D-glucarate degradation I"
"GLUCARGALACTSUPER-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.90912147502428"	"BH"	0.99168560708406	"superpathway of D-glucarate and D-galactarate degradation"
"GLUCONEO-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.626001999140767"	"BH"	0.936053527759346	"gluconeogenesis I"
"GLUCOSE1PMETAB-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.918779022336923"	"BH"	0.992807524008254	"glucose and glucose-1-phosphate degradation"
"GLUCUROCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.598301783598894"	"BH"	0.928912409164081	"superpathway of &beta;-D-glucuronide and D-glucuronate degradation"
"GLUTORN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.708856204034444"	"BH"	0.961554959099865	"L-ornithine biosynthesis"
"GLYCOCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.863193407603327"	"BH"	0.985162882470243	"glycogen degradation I (bacterial)"
"GLYCOGENSYNTH-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.483495157114158"	"BH"	0.869538163723373	"glycogen biosynthesis I (from ADP-D-Glucose)"
"GLYCOL-GLYOXDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.348124446439047"	"BH"	0.784546965729819	"superpathway of glycol metabolism and degradation"
"GLYCOLYSIS"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.740455718609171"	"BH"	0.968144096946573	"glycolysis I (from glucose 6-phosphate)"
"GLYCOLYSIS-E-D"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.882976689806281"	"BH"	0.988519174261056	"superpathway of glycolysis and Entner-Doudoroff"
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.870499708549005"	"BH"	0.987727296224704	"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"
"GLYOXYLATE-BYPASS"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.911838518784432"	"BH"	0.992091109723595	"glyoxylate cycle"
"GOLPDLCAT-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.0726905496153794"	"BH"	0.393465361460621	"superpathway of glycerol degradation to 1,3-propanediol"
"HCAMHPDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.0388106780871624"	"BH"	0.290747422698685	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate"
"HEME-BIOSYNTHESIS-II"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.490809591864002"	"BH"	0.877114742276045	"heme biosynthesis I (aerobic)"
"HEMESYN2-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.52494180839167"	"BH"	0.893267681733962	"heme biosynthesis II (anaerobic)"
"HEXITOLDEGSUPER-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.047829275671692"	"BH"	0.327608048096072	"superpathway of hexitol degradation (bacteria)"
"HISDEG-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.635151788950345"	"BH"	0.939630044882884	"L-histidine degradation I"
"HISTSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.56391286122079"	"BH"	0.91067967610305	"L-histidine biosynthesis"
"HOMOSER-METSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.469977350282713"	"BH"	0.86005067869994	"L-methionine biosynthesis I"
"HSERMETANA-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.754347054280412"	"BH"	0.970646559454354	"L-methionine biosynthesis III"
"ILEUSYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.957996813525441"	"BH"	1	"L-isoleucine biosynthesis I (from threonine)"
"KDO-NAGLIPASYN-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.33707823460675"	"BH"	0.775824377755353	"superpathway of (Kdo)2-lipid A biosynthesis"
"KETOGLUCONMET-PWY"	"metagenomeSeq"	"livestock_exclusion"	"Ovine"	"0.907280636557938"	"BH"	0.99168560708406	"ketogluconate metabolism"
